country	week	deaths
Luxembourg	9	2
Luxembourg	10	2
Luxembourg	11	2
Luxembourg	12	2
Luxembourg	13	2
Luxembourg	14	1
Luxembourg	15	1
Luxembourg	16	1
Luxembourg	17	1
Luxembourg	18	1
Luxembourg	19	1
Luxembourg	20	1
Luxembourg	21	1
Luxembourg	22	1
Luxembourg	23	1
Luxembourg	24	1
Luxembourg	25	1
Luxembourg	26	1
Luxembourg	27	1
Luxembourg	28	1
Luxembourg	29	1
Luxembourg	30	1
Luxembourg	31	1
Luxembourg	32	1
Luxembourg	33	1
Luxembourg	34	1
Luxembourg	35	1
Luxembourg	36	1
Luxembourg	37	1
Luxembourg	38	1
Luxembourg	39	1
Luxembourg	40	1
Luxembourg	41	1
Luxembourg	42	1
Luxembourg	43	1
Luxembourg	44	1
Luxembourg	45	1
Luxembourg	46	1
Luxembourg	47	1
Luxembourg	48	1
Luxembourg	49	1
Luxembourg	50	1
Luxembourg	51	1
Luxembourg	52	1
Luxembourg	53	1
Malta	1	2
Malta	2	2
Malta	3	2
Malta	4	2
Malta	5	2
Malta	6	2
Malta	7	2
Malta	8	2
Malta	9	2
Malta	10	2
Malta	11	2
Malta	12	1
Malta	13	1
Malta	14	1
Malta	15	1
Malta	16	1
Malta	17	1
Malta	18	1
Malta	19	1
Malta	20	1
Malta	21	1
Malta	22	1
Malta	23	1
Malta	24	1
Malta	25	1
Malta	26	1
Malta	27	1
Malta	28	1
Malta	29	1
Malta	30	1
Malta	31	1
Malta	32	1
Malta	33	1
Malta	34	1
Malta	35	1
Malta	36	1
Malta	37	1
Malta	38	1
Malta	39	1
Malta	40	1
Malta	41	1
Malta	42	1
Malta	43	1
Malta	44	1
Malta	45	1
Malta	46	1
Malta	47	1
Malta	48	1
Malta	49	1
Malta	50	1
Malta	51	1
Malta	52	1
Malta	53	1
Mexico	1	2
Mexico	2	2
Mexico	3	2
Mexico	4	2
Mexico	5	2
Mexico	6	2
Mexico	7	2
Mexico	8	2
Mexico	9	2
Mexico	10	2
Mexico	11	2
Mexico	12	2
Mexico	13	1
Mexico	14	1
Mexico	15	1
Mexico	16	1
Mexico	17	1
Mexico	18	1
Mexico	19	1
Mexico	20	1
Mexico	21	1
Mexico	22	1
Mexico	23	1
Mexico	24	1
Mexico	25	1
Mexico	26	1
Mexico	27	1
Mexico	28	1
Mexico	29	1
Mexico	30	1
Mexico	31	1
Mexico	32	1
Mexico	33	1
Mexico	34	1
Mexico	35	1
Mexico	36	1
Mexico	37	1
Mexico	38	1
Mexico	39	1
Mexico	40	1
Mexico	41	1
Mexico	42	1
Mexico	43	1
Mexico	44	1
Mexico	45	1
Mexico	46	1
Mexico	47	1
Mexico	48	1
Mexico	49	1
Mexico	50	1
Mexico	51	1
Mexico	52	1
Mexico	53	1
Montenegro	1	2
Montenegro	2	2
Montenegro	3	2
Montenegro	4	2
Montenegro	5	1
Montenegro	6	1
Montenegro	7	1
Montenegro	8	1
Montenegro	9	1
Montenegro	10	1
Montenegro	11	1
Montenegro	12	1
Montenegro	13	1
Montenegro	14	1
Montenegro	15	1
Montenegro	16	1
Montenegro	17	1
Montenegro	18	1
Montenegro	19	1
Montenegro	20	1
Montenegro	21	1
Montenegro	22	1
Montenegro	23	1
Montenegro	24	1
Montenegro	25	1
Montenegro	26	1
Montenegro	27	1
Montenegro	28	1
Montenegro	29	1
Montenegro	30	1
Montenegro	31	1
Montenegro	32	1
Montenegro	33	1
Montenegro	34	1
Montenegro	35	1
Montenegro	36	1
Montenegro	37	1
Montenegro	38	1
Montenegro	39	1
Montenegro	40	1
Montenegro	41	1
Montenegro	42	1
Montenegro	43	1
Montenegro	44	1
Montenegro	45	1
Montenegro	46	1
Montenegro	47	1
Montenegro	48	1
Montenegro	49	1
Montenegro	50	1
Montenegro	51	1
Montenegro	52	1
Montenegro	53	1
Netherlands	1	2
Netherlands	2	2
Netherlands	3	2
Netherlands	4	2
Netherlands	5	2
Netherlands	6	2
Netherlands	7	2
Netherlands	8	2
Netherlands	9	2
Netherlands	10	2
Netherlands	11	2
Netherlands	12	2
Netherlands	13	2
Netherlands	14	2
Netherlands	15	2
Netherlands	16	2
Netherlands	17	2
Netherlands	18	1
Netherlands	19	1
Netherlands	20	1
Netherlands	21	1
Netherlands	22	1
Netherlands	23	1
Netherlands	24	1
Netherlands	25	1
Netherlands	26	1
Netherlands	27	1
Netherlands	28	1
Netherlands	29	1
Netherlands	30	1
Netherlands	31	1
Netherlands	32	1
Netherlands	33	1
Netherlands	34	1
Netherlands	35	1
Netherlands	36	1
Netherlands	37	1
Netherlands	38	1
Netherlands	39	1
Netherlands	40	1
Netherlands	41	1
Netherlands	42	1
Netherlands	43	1
Netherlands	44	1
Netherlands	45	1
Netherlands	46	1
Netherlands	47	1
Netherlands	48	1
Netherlands	49	1
Netherlands	50	1
Netherlands	51	1
Netherlands	52	1
Netherlands	53	1
New Zealand	1	2
New Zealand	2	2
New Zealand	3	2
New Zealand	4	2
New Zealand	5	2
New Zealand	6	2
New Zealand	7	2
New Zealand	8	2
New Zealand	9	2
New Zealand	10	2
New Zealand	11	2
New Zealand	12	2
New Zealand	13	2
New Zealand	14	2
New Zealand	15	2
New Zealand	16	1
New Zealand	17	1
New Zealand	18	1
New Zealand	19	1
New Zealand	20	1
New Zealand	21	1
New Zealand	22	1
New Zealand	23	1
New Zealand	24	1
New Zealand	25	1
New Zealand	26	1
New Zealand	27	1
New Zealand	28	1
New Zealand	29	1
New Zealand	30	1
New Zealand	31	1
New Zealand	32	1
New Zealand	33	1
New Zealand	34	1
New Zealand	35	1
New Zealand	36	1
New Zealand	37	1
New Zealand	38	1
New Zealand	39	1
New Zealand	40	1
New Zealand	41	1
New Zealand	42	1
New Zealand	43	1
New Zealand	44	1
New Zealand	45	1
New Zealand	46	1
New Zealand	47	1
New Zealand	48	1
New Zealand	49	1
New Zealand	50	1
New Zealand	51	1
New Zealand	52	1
New Zealand	53	1
Norway	1	2
Norway	2	2
Norway	3	2
Norway	4	2
Norway	5	2
Norway	6	2
Norway	7	2
Norway	8	2
Norway	9	2
Norway	10	2
Norway	11	2
Norway	12	2
Norway	13	2
Norway	14	2
Norway	15	2
Norway	16	2
Norway	17	1
Norway	18	1
Norway	19	1
Norway	20	1
Norway	21	1
Norway	22	1
Norway	23	1
Norway	24	1
Norway	25	1
Norway	26	1
Norway	27	1
Norway	28	1
Norway	29	1
Norway	30	1
Norway	31	1
Norway	32	1
Norway	33	1
Norway	34	1
Norway	35	1
Norway	36	1
Norway	37	1
Norway	38	1
Norway	39	1
Norway	40	1
Norway	41	1
Norway	42	1
Norway	43	1
Norway	44	1
Norway	45	1
Norway	46	1
Norway	47	1
Norway	48	1
Norway	49	1
Norway	50	1
Norway	51	1
Norway	52	1
Norway	53	1
Peru	1	2
Peru	2	2
Peru	3	2
Peru	4	2
Peru	5	2
Peru	6	2
Peru	7	2
Peru	8	2
Peru	9	2
Peru	10	2
Peru	11	2
Peru	12	2
Peru	13	2
Peru	14	2
Peru	15	2
Peru	16	2
Peru	17	2
Peru	18	1
Peru	19	1
Peru	20	1
Peru	21	1
Peru	22	1
Peru	23	1
Peru	24	1
Peru	25	1
Peru	26	1
Peru	27	1
Peru	28	1
Peru	29	1
Peru	30	1
Peru	31	1
Peru	32	1
Peru	33	1
Peru	34	1
Peru	35	1
Peru	36	1
Peru	37	1
Peru	38	1
Peru	39	1
Peru	40	1
Peru	41	1
Peru	42	1
Peru	43	1
Peru	44	1
Peru	45	1
Peru	46	1
Peru	47	1
Peru	48	1
Peru	49	1
Peru	50	1
Peru	51	1
Peru	52	1
Peru	53	1
Poland	1	2
Poland	2	2
Poland	3	2
Poland	4	2
Poland	5	2
Poland	6	2
Poland	7	2
Poland	8	2
Poland	9	2
Poland	10	2
Poland	11	2
Poland	12	2
Poland	13	2
Poland	14	2
Poland	15	1
Poland	16	1
Poland	17	1
Poland	18	1
Poland	19	1
Poland	20	1
Poland	21	1
Poland	22	1
Poland	23	1
Poland	24	1
Poland	25	1
Poland	26	1
Poland	27	1
Poland	28	1
Poland	29	1
Poland	30	1
Poland	31	1
Poland	32	1
Poland	33	1
Poland	34	1
Poland	35	1
Poland	36	1
Poland	37	1
Poland	38	1
Poland	39	1
Poland	40	1
Poland	41	1
Poland	42	1
Poland	43	1
Poland	44	1
Poland	45	1
Poland	46	1
Poland	47	1
Poland	48	1
Poland	49	1
Poland	50	1
Poland	51	1
Poland	52	1
Poland	53	1
Portugal	1	2
Portugal	2	2
Portugal	3	2
Portugal	4	2
Portugal	5	2
Portugal	6	2
Portugal	7	2
Portugal	8	2
Portugal	9	2
Portugal	10	2
Portugal	11	2
Portugal	12	2
Portugal	13	2
Portugal	14	2
Portugal	15	2
Portugal	16	1
Portugal	17	1
Portugal	18	1
Portugal	19	1
Portugal	20	1
Portugal	21	1
Portugal	22	1
Portugal	23	1
Portugal	24	1
Portugal	25	1
Portugal	26	1
Portugal	27	1
Portugal	28	1
Portugal	29	1
Portugal	30	1
Portugal	31	1
Portugal	32	1
Portugal	33	1
Portugal	34	1
Portugal	35	1
Portugal	36	1
Portugal	37	1
Portugal	38	1
Portugal	39	1
Portugal	40	1
Portugal	41	1
Portugal	42	1
Portugal	43	1
Portugal	44	1
Portugal	45	1
Portugal	46	1
Portugal	47	1
Portugal	48	1
Portugal	49	1
Portugal	50	1
Portugal	51	1
Portugal	52	1
Portugal	53	1
Romania	1	2
Romania	2	2
Romania	3	2
Romania	4	2
Romania	5	2
Romania	6	2
Romania	7	2
Romania	8	1
Romania	9	1
Romania	10	1
Romania	11	1
Romania	12	1
Romania	13	1
Romania	14	1
Romania	15	1
Romania	16	1
Romania	17	1
Romania	18	1
Romania	19	1
Romania	20	1
Romania	21	1
Romania	22	1
Romania	23	1
Romania	24	1
Romania	25	1
Romania	26	1
Romania	27	1
Romania	28	1
Romania	29	1
Romania	30	1
Romania	31	1
Romania	32	1
Romania	33	1
Romania	34	1
Romania	35	1
Romania	36	1
Romania	37	1
Romania	38	1
Romania	39	1
Romania	40	1
Romania	41	1
Romania	42	1
Romania	43	1
Romania	44	1
Romania	45	1
Romania	46	1
Romania	47	1
Romania	48	1
Romania	49	1
Romania	50	1
Romania	51	1
Romania	52	1
Romania	53	1
Slovakia	1	2
Slovakia	2	2
Slovakia	3	2
Slovakia	4	2
Slovakia	5	2
Slovakia	6	2
Slovakia	7	2
Slovakia	8	2
Slovakia	9	2
Slovakia	10	2
Slovakia	11	2
Slovakia	12	2
Slovakia	13	1
Slovakia	14	1
Slovakia	15	1
Slovakia	16	1
Slovakia	17	1
Slovakia	18	1
Slovakia	19	1
Slovakia	20	1
Slovakia	21	1
Slovakia	22	1
Slovakia	23	1
Slovakia	24	1
Slovakia	25	1
Slovakia	26	1
Slovakia	27	1
Slovakia	28	1
Slovakia	29	1
Slovakia	30	1
Slovakia	31	1
Slovakia	32	1
Slovakia	33	1
Slovakia	34	1
Slovakia	35	1
Slovakia	36	1
Slovakia	37	1
Slovakia	38	1
Slovakia	39	1
Slovakia	40	1
Slovakia	41	1
Slovakia	42	1
Slovakia	43	1
Slovakia	44	1
Slovakia	45	1
Slovakia	46	1
Slovakia	47	1
Slovakia	48	1
Slovakia	49	1
Slovakia	50	1
Slovakia	51	1
Slovakia	52	1
Slovakia	53	1
Slovenia	1	2
Slovenia	2	2
Slovenia	3	2
Slovenia	4	2
Slovenia	5	2
Slovenia	6	2
Slovenia	7	2
Slovenia	8	2
Slovenia	9	2
Slovenia	10	2
Slovenia	11	2
Slovenia	12	2
Slovenia	13	2
Slovenia	14	2
Slovenia	15	2
Slovenia	16	1
Slovenia	17	1
Slovenia	18	1
Slovenia	19	1
Slovenia	20	1
Slovenia	21	1
Slovenia	22	1
Slovenia	23	1
Slovenia	24	1
Slovenia	25	1
Slovenia	26	1
Slovenia	27	1
Slovenia	28	1
Slovenia	29	1
Slovenia	30	1
Slovenia	31	1
Slovenia	32	1
Slovenia	33	1
Slovenia	34	1
Slovenia	35	1
Slovenia	36	1
Slovenia	37	1
Slovenia	38	1
Slovenia	39	1
Slovenia	40	1
Slovenia	41	1
Slovenia	42	1
Slovenia	43	1
Slovenia	44	1
Slovenia	45	1
Slovenia	46	1
Slovenia	47	1
Slovenia	48	1
Slovenia	49	1
Slovenia	50	1
Slovenia	51	1
Slovenia	52	1
Slovenia	53	1
South Africa	1	2
South Africa	2	2
South Africa	3	2
South Africa	4	2
South Africa	5	2
South Africa	6	2
South Africa	7	2
South Africa	8	2
South Africa	9	2
South Africa	10	2
South Africa	11	2
South Africa	12	2
South Africa	13	2
South Africa	14	2
South Africa	15	2
South Africa	16	2
South Africa	17	2
South Africa	18	1
South Africa	19	1
South Africa	20	1
South Africa	21	1
South Africa	22	1
South Africa	23	1
South Africa	24	1
South Africa	25	1
South Africa	26	1
South Africa	27	1
South Africa	28	1
South Africa	29	1
South Africa	30	1
South Africa	31	1
South Africa	32	1
South Africa	33	1
South Africa	34	1
South Africa	35	1
South Africa	36	1
South Africa	37	1
South Africa	38	1
South Africa	39	1
South Africa	40	1
South Africa	41	1
South Africa	42	1
South Africa	43	1
South Africa	44	1
South Africa	45	1
South Africa	46	1
South Africa	47	1
South Africa	48	1
South Africa	49	1
South Africa	50	1
South Africa	51	1
South Africa	52	1
South Africa	53	1
South Korea	1	2
South Korea	2	2
South Korea	3	2
South Korea	4	2
South Korea	5	2
South Korea	6	2
South Korea	7	2
South Korea	8	2
South Korea	9	2
South Korea	10	1
South Korea	11	1
South Korea	12	1
South Korea	13	1
South Korea	14	1
South Korea	15	1
South Korea	16	1
South Korea	17	1
South Korea	18	1
South Korea	19	1
South Korea	20	1
South Korea	21	1
South Korea	22	1
South Korea	23	1
South Korea	24	1
South Korea	25	1
South Korea	26	1
South Korea	27	1
South Korea	28	1
South Korea	29	1
South Korea	30	1
South Korea	31	1
South Korea	32	1
South Korea	33	1
South Korea	34	1
South Korea	35	1
South Korea	36	1
South Korea	37	1
South Korea	38	1
South Korea	39	1
South Korea	40	1
South Korea	41	1
South Korea	42	1
South Korea	43	1
South Korea	44	1
South Korea	45	1
South Korea	46	1
South Korea	47	1
South Korea	48	1
South Korea	49	1
South Korea	50	1
South Korea	51	1
South Korea	52	1
South Korea	53	1
Spain	1	40
Spain	2	40
Spain	3	40
Spain	4	40
Spain	5	40
Spain	6	40
Spain	7	40
Spain	8	40
Spain	9	40
Spain	10	40
Spain	11	40
Spain	12	40
Spain	13	40
Spain	14	40
Spain	15	40
Spain	16	40
Spain	17	40
Spain	18	40
Spain	19	20
Spain	20	20
Spain	21	20
Spain	22	20
Spain	23	20
Spain	24	20
Spain	25	20
Spain	26	20
Spain	27	20
Spain	28	20
Spain	29	20
Spain	30	20
Spain	31	20
Spain	32	20
Spain	33	20
Spain	34	20
Spain	35	20
Spain	36	20
Spain	37	20
Spain	38	20
Spain	39	20
Spain	40	20
Spain	41	20
Spain	42	20
Spain	43	20
Spain	44	20
Spain	45	20
Spain	46	20
Spain	47	20
Spain	48	20
Spain	49	20
Spain	50	20
Spain	51	20
Spain	52	20
Spain	53	20
Sweden	1	2
Sweden	2	2
Sweden	3	2
Sweden	4	2
Sweden	5	2
Sweden	6	2
Sweden	7	2
Sweden	8	2
Sweden	9	2
Sweden	10	2
Sweden	11	2
Sweden	12	2
Sweden	13	2
Sweden	14	2
Sweden	15	2
Sweden	16	1
Sweden	17	1
Sweden	18	1
Sweden	19	1
Sweden	20	1
Sweden	21	1
Sweden	22	1
Sweden	23	1
Sweden	24	1
Sweden	25	1
Sweden	26	1
Sweden	27	1
Sweden	28	1
Sweden	29	1
Sweden	30	1
Sweden	31	1
Sweden	32	1
Sweden	33	1
Sweden	34	1
Sweden	35	1
Sweden	36	1
Sweden	37	1
Sweden	38	1
Sweden	39	1
Sweden	40	1
Sweden	41	1
Sweden	42	1
Sweden	43	1
Sweden	44	1
Sweden	45	1
Sweden	46	1
Sweden	47	1
Sweden	48	1
Sweden	49	1
Sweden	50	1
Sweden	51	1
Sweden	52	1
Sweden	53	1
Switzerland	1	2
Switzerland	2	2
Switzerland	3	2
Switzerland	4	2
Switzerland	5	2
Switzerland	6	2
Switzerland	7	2
Switzerland	8	2
Switzerland	9	2
Switzerland	10	2
Switzerland	11	2
Switzerland	12	2
Switzerland	13	2
Switzerland	14	2
Switzerland	15	2
Switzerland	16	2
Switzerland	17	1
Switzerland	18	1
Switzerland	19	1
Switzerland	20	1
Switzerland	21	1
Switzerland	22	1
Switzerland	23	1
Switzerland	24	1
Switzerland	25	1
Switzerland	26	1
Switzerland	27	1
Switzerland	28	1
Switzerland	29	1
Switzerland	30	1
Switzerland	31	1
Switzerland	32	1
Switzerland	33	1
Switzerland	34	1
Switzerland	35	1
Switzerland	36	1
Switzerland	37	1
Switzerland	38	1
Switzerland	39	1
Switzerland	40	1
Switzerland	41	1
Switzerland	42	1
Switzerland	43	1
Switzerland	44	1
Switzerland	45	1
Switzerland	46	1
Switzerland	47	1
Switzerland	48	1
Switzerland	49	1
Switzerland	50	1
Switzerland	51	1
Switzerland	52	1
Switzerland	53	1
Taiwan	1	1
Taiwan	2	1
Taiwan	3	1
Taiwan	4	1
Taiwan	5	1
Taiwan	6	1
Taiwan	7	1
Taiwan	8	1
Taiwan	9	1
Taiwan	10	1
Taiwan	11	1
Taiwan	12	1
Taiwan	13	1
Taiwan	14	1
Taiwan	15	1
Taiwan	16	1
Taiwan	17	1
Taiwan	18	1
Taiwan	19	1
Taiwan	20	1
Taiwan	21	1
Taiwan	22	1
Taiwan	23	1
Taiwan	24	1
Taiwan	25	1
Taiwan	26	1
Taiwan	27	1
Taiwan	28	1
Taiwan	29	1
Taiwan	30	1
Taiwan	31	1
Taiwan	32	1
Taiwan	33	1
Taiwan	34	1
Taiwan	35	1
Taiwan	36	1
Taiwan	37	1
Taiwan	38	1
Taiwan	39	1
Taiwan	40	1
Taiwan	41	1
Taiwan	42	1
Taiwan	43	1
Taiwan	44	1
Taiwan	45	1
Taiwan	46	1
Taiwan	47	1
Taiwan	48	1
Taiwan	49	1
Taiwan	50	1
Taiwan	51	1
Taiwan	52	1
Tunisia	1	2
Tunisia	2	2
Tunisia	3	2
Tunisia	4	2
Tunisia	5	2
Tunisia	6	2
Tunisia	7	1
Tunisia	8	1
Tunisia	9	1
Tunisia	10	1
Tunisia	11	1
Tunisia	12	1
Tunisia	13	1
Tunisia	14	1
Tunisia	15	1
Tunisia	16	1
Tunisia	17	1
Tunisia	18	1
Tunisia	19	1
Tunisia	20	1
Tunisia	21	1
Tunisia	22	1
Tunisia	23	1
Tunisia	24	1
Tunisia	25	1
Tunisia	26	1
Tunisia	27	1
Tunisia	28	1
Tunisia	29	1
Tunisia	30	1
Tunisia	31	1
Tunisia	32	1
Tunisia	33	1
Tunisia	34	1
Tunisia	35	1
Tunisia	36	1
Tunisia	37	1
Tunisia	38	1
Tunisia	39	1
Tunisia	40	1
Tunisia	41	1
Tunisia	42	1
Tunisia	43	1
Tunisia	44	1
Tunisia	45	1
Tunisia	46	1
Tunisia	47	1
Tunisia	48	1
Tunisia	49	1
Tunisia	50	1
Tunisia	51	1
Tunisia	52	1
Turkey	1	1
Turkey	2	1
Turkey	3	1
Turkey	4	1
Turkey	5	1
Turkey	6	1
Turkey	7	1
Turkey	8	1
Turkey	9	1
Turkey	10	1
Turkey	11	1
Turkey	12	1
Turkey	13	1
Turkey	14	1
Turkey	15	1
Turkey	16	1
Turkey	17	1
Turkey	18	1
Turkey	19	1
Turkey	20	1
Turkey	21	1
Turkey	22	1
Turkey	23	1
Turkey	24	1
Turkey	25	1
Turkey	26	1
Turkey	27	1
Turkey	28	1
Turkey	29	1
Turkey	30	1
Turkey	31	1
Turkey	32	1
Turkey	33	1
Turkey	34	1
Turkey	35	1
Turkey	36	1
Turkey	37	1
Turkey	38	1
Turkey	39	1
Turkey	40	1
Turkey	41	1
Turkey	42	1
Turkey	43	1
Turkey	44	1
Turkey	45	1
Turkey	46	1
Turkey	47	1
Turkey	48	1
Turkey	49	1
Turkey	50	1
Turkey	51	1
Turkey	52	1
Turkey	53	1
United States	1	106
United States	2	106
United States	3	106
United States	4	106
United States	5	106
United States	6	105
United States	7	105
United States	8	105
United States	9	105
United States	10	105
United States	11	105
United States	12	105
United States	13	104
United States	14	104
United States	15	104
United States	16	53
United States	17	53
United States	18	53
United States	19	53
United States	20	53
United States	21	53
United States	22	53
United States	23	53
United States	24	53
United States	25	53
United States	26	53
United States	27	53
United States	28	53
United States	29	53
United States	30	53
United States	31	53
United States	32	53
United States	33	53
United States	34	53
United States	35	53
United States	36	53
United States	37	53
United States	38	53
United States	39	53
United States	40	53
United States	41	53
United States	42	53
United States	43	53
United States	44	53
United States	45	53
United States	46	53
United States	47	53
United States	48	53
United States	49	53
United States	50	53
United States	51	53
United States	52	53
United States	53	53
